recipe_name,output_product,yield_quantity,overhead_cost,overhead_cost_type,notes,ingredient_item,ingredient_quantity,ingredient_unit
Venila Cake 5 lbs,IT0220,1,40,fixed,,IT0017,1,
Venila Cake 5 lbs,IT0220,1,40,fixed,,IT0012,1,
Venila Cake 6 lbs,IT0221,1,40,fixed,,IT0013,0.75,
Venila Cake 6 lbs,IT0221,1,40,fixed,,IT0042,15,
Venila Cake 6 lbs,IT0221,1,40,fixed,,IT0063,0.075,
Venila Cake 6 lbs,IT0221,1,40,fixed,,IT0061,0.015,
Venila Cake 6 lbs,IT0221,1,40,fixed,,IT0095,6,
Venila Cake 6 lbs,IT0221,1,40,fixed,,IT0015,1.5,
Venila Cake 6 lbs,IT0221,1,40,fixed,,IT0016,1.5,
Venila Cake 6 lbs,IT0221,1,40,fixed,,IT0037,0.03,
Venila Cake 6 lbs,IT0221,1,40,fixed,,IT0092,0.1125,
Venila Cake 6 lbs,IT0221,1,40,fixed,,IT0023,1,
Venila Cake 6 lbs,IT0221,1,40,fixed,,IT0017,1,
Venila Cake 6 lbs,IT0221,1,40,fixed,,IT0012,1,
Venila Cake 7 lbs,IT0222,1,40,fixed,,IT0013,0.875,
Venila Cake 7 lbs,IT0222,1,40,fixed,,IT0042,17.5,
Venila Cake 7 lbs,IT0222,1,40,fixed,,IT0063,0.0875,
Venila Cake 7 lbs,IT0222,1,40,fixed,,IT0061,0.0175,
Venila Cake 7 lbs,IT0222,1,40,fixed,,IT0095,7,
Venila Cake 7 lbs,IT0222,1,40,fixed,,IT0015,1.75,
Venila Cake 7 lbs,IT0222,1,40,fixed,,IT0016,1.75,
Venila Cake 7 lbs,IT0222,1,40,fixed,,IT0037,0.035,
Venila Cake 7 lbs,IT0222,1,40,fixed,,IT0092,0.13125,
Venila Cake 7 lbs,IT0222,1,40,fixed,,IT0024,1,
Venila Cake 7 lbs,IT0222,1,40,fixed,,IT0018,1,
Venila Cake 8 lbs,IT0223,1,40,fixed,,IT0013,1,
Venila Cake 8 lbs,IT0223,1,40,fixed,,IT0042,20,
Venila Cake 8 lbs,IT0223,1,40,fixed,,IT0063,0.1,
Venila Cake 8 lbs,IT0223,1,40,fixed,,IT0061,0.02,
Venila Cake 8 lbs,IT0223,1,40,fixed,,IT0095,8,
Venila Cake 8 lbs,IT0223,1,40,fixed,,IT0015,2,
Venila Cake 8 lbs,IT0223,1,40,fixed,,IT0016,2,
Venila Cake 8 lbs,IT0223,1,40,fixed,,IT0037,0.04,
Venila Cake 8 lbs,IT0223,1,40,fixed,,IT0092,0.15,
Venila Cake 8 lbs,IT0223,1,40,fixed,,IT0024,1,
Venila Cake 8 lbs,IT0223,1,40,fixed,,IT0018,1,
Venila Cake 9 lbs,IT0224,1,40,fixed,,IT0013,1.125,
Venila Cake 9 lbs,IT0224,1,40,fixed,,IT0042,22.5,
Venila Cake 9 lbs,IT0224,1,40,fixed,,IT0063,0.1125,
Venila Cake 9 lbs,IT0224,1,40,fixed,,IT0061,0.0225,
Venila Cake 9 lbs,IT0224,1,40,fixed,,IT0095,9,
Venila Cake 9 lbs,IT0224,1,40,fixed,,IT0015,2.25,
Venila Cake 9 lbs,IT0224,1,40,fixed,,IT0016,2.25,
Venila Cake 9 lbs,IT0224,1,40,fixed,,IT0037,0.045,
Venila Cake 9 lbs,IT0224,1,40,fixed,,IT0092,0.16875,
Venila Cake 9 lbs,IT0224,1,40,fixed,,IT0024,1,
Venila Cake 9 lbs,IT0224,1,40,fixed,,IT0018,1,
Venila Cake 10 lbs,IT0225,1,40,fixed,,IT0013,1.25,
Venila Cake 10 lbs,IT0225,1,40,fixed,,IT0042,25,
Venila Cake 10 lbs,IT0225,1,40,fixed,,IT0063,0.125,
Venila Cake 10 lbs,IT0225,1,40,fixed,,IT0061,0.025,
Venila Cake 10 lbs,IT0225,1,40,fixed,,IT0095,10,
Venila Cake 10 lbs,IT0225,1,40,fixed,,IT0015,2.5,
Venila Cake 10 lbs,IT0225,1,40,fixed,,IT0016,2.5,
Venila Cake 10 lbs,IT0225,1,40,fixed,,IT0037,0.05,
Venila Cake 10 lbs,IT0225,1,40,fixed,,IT0092,0.1875,
Venila Cake 10 lbs,IT0225,1,40,fixed,,IT0024,1,
Venila Cake 10 lbs,IT0225,1,40,fixed,,IT0018,1,
Venila Cake 11 lbs,IT0226,1,40,fixed,,IT0013,1.375,
Venila Cake 11 lbs,IT0226,1,40,fixed,,IT0042,27.5,
Venila Cake 11 lbs,IT0226,1,40,fixed,,IT0063,0.1375,
Venila Cake 11 lbs,IT0226,1,40,fixed,,IT0061,0.0275,
Venila Cake 11 lbs,IT0226,1,40,fixed,,IT0095,11,
Venila Cake 11 lbs,IT0226,1,40,fixed,,IT0015,2.75,
Venila Cake 11 lbs,IT0226,1,40,fixed,,IT0016,2.75,
Venila Cake 11 lbs,IT0226,1,40,fixed,,IT0037,0.055,
Venila Cake 11 lbs,IT0226,1,40,fixed,,IT0092,0.20625,
Venila Cake 11 lbs,IT0226,1,40,fixed,,IT0024,1,
Venila Cake 11 lbs,IT0226,1,40,fixed,,IT0018,1,
Venila Cake 12 lbs,IT0227,1,40,fixed,,IT0013,1.5,
Venila Cake 12 lbs,IT0227,1,40,fixed,,IT0042,30,
Venila Cake 12 lbs,IT0227,1,40,fixed,,IT0063,0.15,
Venila Cake 12 lbs,IT0227,1,40,fixed,,IT0061,0.03,
Venila Cake 12 lbs,IT0227,1,40,fixed,,IT0095,12,
Venila Cake 12 lbs,IT0227,1,40,fixed,,IT0015,3,
Venila Cake 12 lbs,IT0227,1,40,fixed,,IT0016,3,
Venila Cake 12 lbs,IT0227,1,40,fixed,,IT0037,0.06,
Venila Cake 12 lbs,IT0227,1,40,fixed,,IT0092,0.225,
Venila Cake 12 lbs,IT0227,1,40,fixed,,IT0024,1,
Venila Cake 12 lbs,IT0227,1,40,fixed,,IT0018,1,
Venila Cake 13 lbs,IT0228,1,40,fixed,,IT0013,1.625,
Venila Cake 13 lbs,IT0228,1,40,fixed,,IT0042,32.5,
Venila Cake 13 lbs,IT0228,1,40,fixed,,IT0063,0.1625,
Venila Cake 13 lbs,IT0228,1,40,fixed,,IT0061,0.0325,
Venila Cake 13 lbs,IT0228,1,40,fixed,,IT0095,13,
Venila Cake 13 lbs,IT0228,1,40,fixed,,IT0015,3.25,
Venila Cake 13 lbs,IT0228,1,40,fixed,,IT0016,3.25,
Venila Cake 13 lbs,IT0228,1,40,fixed,,IT0037,0.065,
Venila Cake 13 lbs,IT0228,1,40,fixed,,IT0092,0.24375,
Venila Cake 13 lbs,IT0228,1,40,fixed,,IT0024,1,
Venila Cake 13 lbs,IT0228,1,40,fixed,,IT0018,1,
Venila Cake 14 lbs,IT0229,1,40,fixed,,IT0013,1.75,
Venila Cake 14 lbs,IT0229,1,40,fixed,,IT0042,35,
Venila Cake 14 lbs,IT0229,1,40,fixed,,IT0063,0.175,
Venila Cake 14 lbs,IT0229,1,40,fixed,,IT0061,0.035,
Venila Cake 14 lbs,IT0229,1,40,fixed,,IT0095,14,
Venila Cake 14 lbs,IT0229,1,40,fixed,,IT0015,3.5,
Venila Cake 14 lbs,IT0229,1,40,fixed,,IT0016,3.5,
Venila Cake 14 lbs,IT0229,1,40,fixed,,IT0037,0.07,
Venila Cake 14 lbs,IT0229,1,40,fixed,,IT0092,0.2625,
Venila Cake 14 lbs,IT0229,1,40,fixed,,IT0024,1,
Venila Cake 14 lbs,IT0229,1,40,fixed,,IT0018,1,
Venila Cake 15 lbs,IT0230,1,40,fixed,,IT0013,1.875,
Venila Cake 15 lbs,IT0230,1,40,fixed,,IT0042,37.5,
Venila Cake 15 lbs,IT0230,1,40,fixed,,IT0063,0.1875,
Venila Cake 15 lbs,IT0230,1,40,fixed,,IT0061,0.0375,
Venila Cake 15 lbs,IT0230,1,40,fixed,,IT0095,15,
Venila Cake 15 lbs,IT0230,1,40,fixed,,IT0015,3.75,
Venila Cake 15 lbs,IT0230,1,40,fixed,,IT0016,3.75,
Venila Cake 15 lbs,IT0230,1,40,fixed,,IT0037,0.075,
Venila Cake 15 lbs,IT0230,1,40,fixed,,IT0092,0.28125,
Venila Cake 15 lbs,IT0230,1,40,fixed,,IT0024,1,
Venila Cake 15 lbs,IT0230,1,40,fixed,,IT0018,1,
Venila Cake 16 lbs,IT0231,1,40,fixed,,IT0013,2,
Venila Cake 16 lbs,IT0231,1,40,fixed,,IT0042,40,
Venila Cake 16 lbs,IT0231,1,40,fixed,,IT0063,0.2,
Venila Cake 16 lbs,IT0231,1,40,fixed,,IT0061,0.04,
Venila Cake 16 lbs,IT0231,1,40,fixed,,IT0095,16,
Venila Cake 16 lbs,IT0231,1,40,fixed,,IT0015,4,
Venila Cake 16 lbs,IT0231,1,40,fixed,,IT0016,4,
Venila Cake 16 lbs,IT0231,1,40,fixed,,IT0037,0.08,
Venila Cake 16 lbs,IT0231,1,40,fixed,,IT0092,0.3,
Venila Cake 16 lbs,IT0231,1,40,fixed,,IT0024,1,
Venila Cake 16 lbs,IT0231,1,40,fixed,,IT0018,1,
Venila Cake 17 lbs,IT0232,1,40,fixed,,IT0013,2.25,
Venila Cake 17 lbs,IT0232,1,40,fixed,,IT0042,45,
Venila Cake 17 lbs,IT0232,1,40,fixed,,IT0063,0.225,
Venila Cake 17 lbs,IT0232,1,40,fixed,,IT0061,0.045,
Venila Cake 17 lbs,IT0232,1,40,fixed,,IT0095,18,
Venila Cake 17 lbs,IT0232,1,40,fixed,,IT0015,4.5,
Venila Cake 17 lbs,IT0232,1,40,fixed,,IT0016,4.5,
Venila Cake 17 lbs,IT0232,1,40,fixed,,IT0037,0.09,
Venila Cake 17 lbs,IT0232,1,40,fixed,,IT0092,0.3375,
Venila Cake 17 lbs,IT0232,1,40,fixed,,IT0024,1,
Venila Cake 17 lbs,IT0232,1,40,fixed,,IT0018,1,
Venila Cake 18 lbs,IT0233,1,40,fixed,,IT0013,2.25,
Venila Cake 18 lbs,IT0233,1,40,fixed,,IT0042,45,
Venila Cake 18 lbs,IT0233,1,40,fixed,,IT0063,0.225,
Venila Cake 18 lbs,IT0233,1,40,fixed,,IT0061,0.045,
Venila Cake 18 lbs,IT0233,1,40,fixed,,IT0095,18,
Venila Cake 18 lbs,IT0233,1,40,fixed,,IT0015,4.5,
Venila Cake 18 lbs,IT0233,1,40,fixed,,IT0016,4.5,
Venila Cake 18 lbs,IT0233,1,40,fixed,,IT0037,0.09,
Venila Cake 18 lbs,IT0233,1,40,fixed,,IT0092,0.3375,
Venila Cake 18 lbs,IT0233,1,40,fixed,,IT0024,1,
Venila Cake 18 lbs,IT0233,1,40,fixed,,IT0018,1,
Venila Cake 19 lbs,IT0234,1,40,fixed,,IT0013,2.375,
Venila Cake 19 lbs,IT0234,1,40,fixed,,IT0042,47.5,
Venila Cake 19 lbs,IT0234,1,40,fixed,,IT0063,0.2375,
Venila Cake 19 lbs,IT0234,1,40,fixed,,IT0061,0.0475,
Venila Cake 19 lbs,IT0234,1,40,fixed,,IT0095,19,
Venila Cake 19 lbs,IT0234,1,40,fixed,,IT0015,4.75,
Venila Cake 19 lbs,IT0234,1,40,fixed,,IT0016,4.75,
Venila Cake 19 lbs,IT0234,1,40,fixed,,IT0037,0.095,
Venila Cake 19 lbs,IT0234,1,40,fixed,,IT0092,0.35625,
Venila Cake 19 lbs,IT0234,1,40,fixed,,IT0024,1,
Venila Cake 19 lbs,IT0234,1,40,fixed,,IT0018,1,
Venila Cake 20 lbs,IT0235,1,40,fixed,,IT0013,2.5,
Venila Cake 20 lbs,IT0235,1,40,fixed,,IT0042,50,
Venila Cake 20 lbs,IT0235,1,40,fixed,,IT0063,0.25,
Venila Cake 20 lbs,IT0235,1,40,fixed,,IT0061,0.05,
Venila Cake 20 lbs,IT0235,1,40,fixed,,IT0095,20,
Venila Cake 20 lbs,IT0235,1,40,fixed,,IT0015,5,
Venila Cake 20 lbs,IT0235,1,40,fixed,,IT0016,5,
Venila Cake 20 lbs,IT0235,1,40,fixed,,IT0037,0.1,
Venila Cake 20 lbs,IT0235,1,40,fixed,,IT0092,0.375,
Venila Cake 20 lbs,IT0235,1,40,fixed,,IT0024,1,
Venila Cake 20 lbs,IT0235,1,40,fixed,,IT0018,1,
Venila Cake 21 lbs,IT0236,1,40,fixed,,IT0013,2.625,
Venila Cake 21 lbs,IT0236,1,40,fixed,,IT0042,52.5,
Venila Cake 21 lbs,IT0236,1,40,fixed,,IT0063,0.2625,
Venila Cake 21 lbs,IT0236,1,40,fixed,,IT0061,0.0525,
Venila Cake 21 lbs,IT0236,1,40,fixed,,IT0095,21,
Venila Cake 21 lbs,IT0236,1,40,fixed,,IT0015,5.25,
Venila Cake 21 lbs,IT0236,1,40,fixed,,IT0016,5.25,
Venila Cake 21 lbs,IT0236,1,40,fixed,,IT0037,0.105,
Venila Cake 21 lbs,IT0236,1,40,fixed,,IT0092,0.39375,
Venila Cake 21 lbs,IT0236,1,40,fixed,,IT0024,1,
Venila Cake 21 lbs,IT0236,1,40,fixed,,IT0018,1,
Venila Cake 22 lbs,IT0237,1,40,fixed,,IT0013,2.75,
Venila Cake 22 lbs,IT0237,1,40,fixed,,IT0042,55,
Venila Cake 22 lbs,IT0237,1,40,fixed,,IT0063,0.275,
Venila Cake 22 lbs,IT0237,1,40,fixed,,IT0061,0.055,
Venila Cake 22 lbs,IT0237,1,40,fixed,,IT0095,22,
Venila Cake 22 lbs,IT0237,1,40,fixed,,IT0015,5.5,
Venila Cake 22 lbs,IT0237,1,40,fixed,,IT0016,5.5,
Venila Cake 22 lbs,IT0237,1,40,fixed,,IT0037,0.11,
Venila Cake 22 lbs,IT0237,1,40,fixed,,IT0092,0.4125,
Venila Cake 22 lbs,IT0237,1,40,fixed,,IT0024,1,
Venila Cake 22 lbs,IT0237,1,40,fixed,,IT0018,1,
Venila Cake 23 lbs,IT0238,1,40,fixed,,IT0013,2.875,
Venila Cake 23 lbs,IT0238,1,40,fixed,,IT0042,57.5,
Venila Cake 23 lbs,IT0238,1,40,fixed,,IT0063,0.2875,
Venila Cake 23 lbs,IT0238,1,40,fixed,,IT0061,0.0575,
Venila Cake 23 lbs,IT0238,1,40,fixed,,IT0095,23,
Venila Cake 23 lbs,IT0238,1,40,fixed,,IT0015,5.75,
Venila Cake 23 lbs,IT0238,1,40,fixed,,IT0016,5.75,
Venila Cake 23 lbs,IT0238,1,40,fixed,,IT0037,0.115,
Venila Cake 23 lbs,IT0238,1,40,fixed,,IT0092,0.43125,
Venila Cake 23 lbs,IT0238,1,40,fixed,,IT0024,1,
Venila Cake 23 lbs,IT0238,1,40,fixed,,IT0018,1,
Venila Cake 24 lbs,IT0239,1,40,fixed,,IT0013,3,
Venila Cake 24 lbs,IT0239,1,40,fixed,,IT0042,60,
Venila Cake 24 lbs,IT0239,1,40,fixed,,IT0063,0.3,
Venila Cake 24 lbs,IT0239,1,40,fixed,,IT0061,0.06,
Venila Cake 24 lbs,IT0239,1,40,fixed,,IT0095,24,
Venila Cake 24 lbs,IT0239,1,40,fixed,,IT0015,6,
Venila Cake 24 lbs,IT0239,1,40,fixed,,IT0016,6,
Venila Cake 24 lbs,IT0239,1,40,fixed,,IT0037,0.12,
Venila Cake 24 lbs,IT0239,1,40,fixed,,IT0092,0.45,
Venila Cake 24 lbs,IT0239,1,40,fixed,,IT0024,1,
Venila Cake 24 lbs,IT0239,1,40,fixed,,IT0018,1,
Venila Cake 25 lbs,IT0240,1,40,fixed,,IT0013,3.125,
Venila Cake 25 lbs,IT0240,1,40,fixed,,IT0042,62.5,
Venila Cake 25 lbs,IT0240,1,40,fixed,,IT0063,0.3125,
Venila Cake 25 lbs,IT0240,1,40,fixed,,IT0061,0.0625,
Venila Cake 25 lbs,IT0240,1,40,fixed,,IT0095,25,
Venila Cake 25 lbs,IT0240,1,40,fixed,,IT0015,6.25,
Venila Cake 25 lbs,IT0240,1,40,fixed,,IT0016,6.25,
Venila Cake 25 lbs,IT0240,1,40,fixed,,IT0037,0.125,
Venila Cake 25 lbs,IT0240,1,40,fixed,,IT0092,0.46875,
Venila Cake 25 lbs,IT0240,1,40,fixed,,IT0024,1,
Venila Cake 25 lbs,IT0240,1,40,fixed,,IT0018,1,
Venila Cake 26 lbs,IT0241,1,40,fixed,,IT0013,3.25,
Venila Cake 26 lbs,IT0241,1,40,fixed,,IT0042,65,
Venila Cake 26 lbs,IT0241,1,40,fixed,,IT0063,0.325,
Venila Cake 26 lbs,IT0241,1,40,fixed,,IT0061,0.065,
Venila Cake 26 lbs,IT0241,1,40,fixed,,IT0095,26,
Venila Cake 26 lbs,IT0241,1,40,fixed,,IT0015,6.5,
Venila Cake 26 lbs,IT0241,1,40,fixed,,IT0016,6.5,
Venila Cake 26 lbs,IT0241,1,40,fixed,,IT0037,0.13,
Venila Cake 26 lbs,IT0241,1,40,fixed,,IT0092,0.4875,
Venila Cake 26 lbs,IT0241,1,40,fixed,,IT0024,1,
Venila Cake 26 lbs,IT0241,1,40,fixed,,IT0018,1,
Venila Cake 27 lbs,IT0242,1,40,fixed,,IT0013,3.375,
Venila Cake 27 lbs,IT0242,1,40,fixed,,IT0042,67.5,
Venila Cake 27 lbs,IT0242,1,40,fixed,,IT0063,0.3375,
Venila Cake 27 lbs,IT0242,1,40,fixed,,IT0061,0.0675,
Venila Cake 27 lbs,IT0242,1,40,fixed,,IT0095,27,
Venila Cake 27 lbs,IT0242,1,40,fixed,,IT0015,6.75,
Venila Cake 27 lbs,IT0242,1,40,fixed,,IT0016,6.75,
Venila Cake 27 lbs,IT0242,1,40,fixed,,IT0037,0.135,
Venila Cake 27 lbs,IT0242,1,40,fixed,,IT0092,0.50625,
Venila Cake 27 lbs,IT0242,1,40,fixed,,IT0024,1,
Venila Cake 27 lbs,IT0242,1,40,fixed,,IT0018,1,
Venila Cake 28 lbs,IT0243,1,40,fixed,,IT0013,3.5,
Venila Cake 28 lbs,IT0243,1,40,fixed,,IT0042,70,
Venila Cake 28 lbs,IT0243,1,40,fixed,,IT0063,0.35,
Venila Cake 28 lbs,IT0243,1,40,fixed,,IT0061,0.07,
Venila Cake 28 lbs,IT0243,1,40,fixed,,IT0095,28,
Venila Cake 28 lbs,IT0243,1,40,fixed,,IT0015,7,
Venila Cake 28 lbs,IT0243,1,40,fixed,,IT0016,7,
Venila Cake 28 lbs,IT0243,1,40,fixed,,IT0037,0.14,
Venila Cake 28 lbs,IT0243,1,40,fixed,,IT0092,0.525,
Venila Cake 28 lbs,IT0243,1,40,fixed,,IT0024,1,
Venila Cake 28 lbs,IT0243,1,40,fixed,,IT0018,1,
Venila Cake 29 lbs,IT0244,1,40,fixed,,IT0013,3.625,
Venila Cake 29 lbs,IT0244,1,40,fixed,,IT0042,72.5,
Venila Cake 29 lbs,IT0244,1,40,fixed,,IT0063,0.3625,
Venila Cake 29 lbs,IT0244,1,40,fixed,,IT0061,0.0725,
Venila Cake 29 lbs,IT0244,1,40,fixed,,IT0095,29,
Venila Cake 29 lbs,IT0244,1,40,fixed,,IT0015,7.25,
Venila Cake 29 lbs,IT0244,1,40,fixed,,IT0016,7.25,
Venila Cake 29 lbs,IT0244,1,40,fixed,,IT0037,0.145,
Venila Cake 29 lbs,IT0244,1,40,fixed,,IT0092,0.54375,
Venila Cake 29 lbs,IT0244,1,40,fixed,,IT0024,1,
Venila Cake 29 lbs,IT0244,1,40,fixed,,IT0018,1,
Venila Cake 30 lbs,IT0245,1,40,fixed,,IT0013,3.75,
Venila Cake 30 lbs,IT0245,1,40,fixed,,IT0042,75,
Venila Cake 30 lbs,IT0245,1,40,fixed,,IT0063,0.375,
Venila Cake 30 lbs,IT0245,1,40,fixed,,IT0061,0.075,
Venila Cake 30 lbs,IT0245,1,40,fixed,,IT0095,30,
Venila Cake 30 lbs,IT0245,1,40,fixed,,IT0015,7.5,
Venila Cake 30 lbs,IT0245,1,40,fixed,,IT0016,7.5,
Venila Cake 30 lbs,IT0245,1,40,fixed,,IT0037,0.15,
Venila Cake 30 lbs,IT0245,1,40,fixed,,IT0092,0.5625,
Venila Cake 30 lbs,IT0245,1,40,fixed,,IT0024,1,
Venila Cake 30 lbs,IT0245,1,40,fixed,,IT0018,1,
Venila Cake 31 lbs,IT0246,1,40,fixed,,IT0013,3.875,
Venila Cake 31 lbs,IT0246,1,40,fixed,,IT0042,77.5,
Venila Cake 31 lbs,IT0246,1,40,fixed,,IT0063,0.3875,
Venila Cake 31 lbs,IT0246,1,40,fixed,,IT0061,0.0775,
Venila Cake 31 lbs,IT0246,1,40,fixed,,IT0095,31,
Venila Cake 31 lbs,IT0246,1,40,fixed,,IT0015,7.75,
Venila Cake 31 lbs,IT0246,1,40,fixed,,IT0016,7.75,
Venila Cake 31 lbs,IT0246,1,40,fixed,,IT0037,0.155,
Venila Cake 31 lbs,IT0246,1,40,fixed,,IT0092,0.58125,
Venila Cake 31 lbs,IT0246,1,40,fixed,,IT0024,1,
Venila Cake 31 lbs,IT0246,1,40,fixed,,IT0018,1,
Venila Cake 32 lbs,IT0247,1,40,fixed,,IT0013,4,
Venila Cake 32 lbs,IT0247,1,40,fixed,,IT0042,80,
Venila Cake 32 lbs,IT0247,1,40,fixed,,IT0063,0.4,
Venila Cake 32 lbs,IT0247,1,40,fixed,,IT0061,0.08,
Venila Cake 32 lbs,IT0247,1,40,fixed,,IT0095,32,
Venila Cake 32 lbs,IT0247,1,40,fixed,,IT0015,8,
Venila Cake 32 lbs,IT0247,1,40,fixed,,IT0016,8,
Venila Cake 32 lbs,IT0247,1,40,fixed,,IT0037,0.16,
Venila Cake 32 lbs,IT0247,1,40,fixed,,IT0092,0.6,
Venila Cake 32 lbs,IT0247,1,40,fixed,,IT0024,1,
Venila Cake 32 lbs,IT0247,1,40,fixed,,IT0018,1,
Venila Cake 33 lbs,IT0248,1,40,fixed,,IT0013,4.125,
Venila Cake 33 lbs,IT0248,1,40,fixed,,IT0042,82.5,
Venila Cake 33 lbs,IT0248,1,40,fixed,,IT0063,0.4125,
Venila Cake 33 lbs,IT0248,1,40,fixed,,IT0061,0.0825,
Venila Cake 33 lbs,IT0248,1,40,fixed,,IT0095,33,
Venila Cake 33 lbs,IT0248,1,40,fixed,,IT0015,8.25,
Venila Cake 33 lbs,IT0248,1,40,fixed,,IT0016,8.25,
Venila Cake 33 lbs,IT0248,1,40,fixed,,IT0037,0.165,
Venila Cake 33 lbs,IT0248,1,40,fixed,,IT0092,0.61875,
Venila Cake 33 lbs,IT0248,1,40,fixed,,IT0024,1,
Venila Cake 33 lbs,IT0248,1,40,fixed,,IT0018,1,
Venila Cake 34 lbs,IT0249,1,40,fixed,,IT0013,4.25,
Venila Cake 34 lbs,IT0249,1,40,fixed,,IT0042,85,
Venila Cake 34 lbs,IT0249,1,40,fixed,,IT0063,0.425,
Venila Cake 34 lbs,IT0249,1,40,fixed,,IT0061,0.085,
Venila Cake 34 lbs,IT0249,1,40,fixed,,IT0095,34,
Venila Cake 34 lbs,IT0249,1,40,fixed,,IT0015,8.5,
Venila Cake 34 lbs,IT0249,1,40,fixed,,IT0016,8.5,
Venila Cake 34 lbs,IT0249,1,40,fixed,,IT0037,0.17,
Venila Cake 34 lbs,IT0249,1,40,fixed,,IT0092,0.6375,
Venila Cake 34 lbs,IT0249,1,40,fixed,,IT0024,1,
Venila Cake 34 lbs,IT0249,1,40,fixed,,IT0018,1,
Venila Cake 35 lbs,IT0250,1,40,fixed,,IT0013,4.375,
